segment_file,video_id,segment_index,start_sec,end_sec,speaker,party,constituency,native_city,native_county,native_province,clip_name,clip_type,extra_info,valid_times,dataset,segment_file_resolved,latitude,longitude
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/SdqphTh2H_M_David P B  Norris - speech from  10 Apr 2019.wav,SdqphTh2H_M,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,SdqphTh2H_M_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/SdqphTh2H_M_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/RPLUN5Wbj4I_David P B  Norris - speech from  10 Apr 2019.wav,RPLUN5Wbj4I,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,RPLUN5Wbj4I_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/RPLUN5Wbj4I_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/XKw6hVfeOik_David P B  Norris  - speech from  11 Apr 2019.wav,XKw6hVfeOik,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,XKw6hVfeOik_David P B  Norris  - speech from  11 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/XKw6hVfeOik_David P B  Norris  - speech from  11 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/XoSglRplbuo_David P B  Norris  - speech from  16 Apr 2019.wav,XoSglRplbuo,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,XoSglRplbuo_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/XoSglRplbuo_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/S7jHJKO7uOw_David P B  Norris - speech from  18 Apr 2019.wav,S7jHJKO7uOw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,S7jHJKO7uOw_David P B  Norris - speech from  18 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/S7jHJKO7uOw_David P B  Norris - speech from  18 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/aQhho38p17Q_David P B  Norris - speech from  10 Apr 2019.wav,aQhho38p17Q,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,aQhho38p17Q_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/aQhho38p17Q_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/qVGsHwblc6I_David P B  Norris  - speech from  16 Apr 2019.wav,qVGsHwblc6I,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,qVGsHwblc6I_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/qVGsHwblc6I_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/v0eQEmZQOWU_David P B  Norris - speech from  17 Apr 2019.wav,v0eQEmZQOWU,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,v0eQEmZQOWU_David P B  Norris - speech from  17 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/v0eQEmZQOWU_David P B  Norris - speech from  17 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/SK-XY0HHaHU_David P B  Norris  - speech from  16 Apr 2019.wav,SK-XY0HHaHU,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,SK-XY0HHaHU_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/SK-XY0HHaHU_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/oRtIdOYGPPI_David P B  Norris  - speech from  16 Apr 2019.wav,oRtIdOYGPPI,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,oRtIdOYGPPI_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/oRtIdOYGPPI_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/dXqSyjXosPY_David P B  Norris  - speech from  16 Apr 2019.wav,dXqSyjXosPY,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,dXqSyjXosPY_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/dXqSyjXosPY_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/63Ff-Zd9kvM_David P B  Norris - speech from  17 Apr 2019.wav,63Ff-Zd9kvM,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,63Ff-Zd9kvM_David P B  Norris - speech from  17 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/63Ff-Zd9kvM_David P B  Norris - speech from  17 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/P5uSuM7WTbw_David P B  Norris - speech from  17 Apr 2019.wav,P5uSuM7WTbw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,P5uSuM7WTbw_David P B  Norris - speech from  17 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/P5uSuM7WTbw_David P B  Norris - speech from  17 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/8Ccct70ww08_David P. B.  Norris - speech from  09 Apr 2019.wav,8Ccct70ww08,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,8Ccct70ww08_David P. B.  Norris - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/8Ccct70ww08_David P. B.  Norris - speech from  09 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/l61Lv07AbFg_Senator David P.B. Norris - speech from 28 May 201.wav,l61Lv07AbFg,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,l61Lv07AbFg_Senator David P.B. Norris - speech from 28 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/l61Lv07AbFg_Senator David P.B. Norris - speech from 28 May 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/EuuMTUHOkY8_Senator David P.B. Norris - speech from 21 May 201.wav,EuuMTUHOkY8,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,EuuMTUHOkY8_Senator David P.B. Norris - speech from 21 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/EuuMTUHOkY8_Senator David P.B. Norris - speech from 21 May 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/GzkWv71FN98_Senator David P.B. Norris - speech from 18 Jun 201.wav,GzkWv71FN98,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,GzkWv71FN98_Senator David P.B. Norris - speech from 18 Jun 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/GzkWv71FN98_Senator David P.B. Norris - speech from 18 Jun 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/4HDuDy4Q3q4_Senator David P.B. Norris - speech from 9 May 2019.wav,4HDuDy4Q3q4,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,4HDuDy4Q3q4_Senator David P.B. Norris - speech from 9 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/4HDuDy4Q3q4_Senator David P.B. Norris - speech from 9 May 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/5TpAJ7tjFqI_Senator David P.B. Norris - speech from 24 Sep 201.wav,5TpAJ7tjFqI,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,5TpAJ7tjFqI_Senator David P.B. Norris - speech from 24 Sep 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/5TpAJ7tjFqI_Senator David P.B. Norris - speech from 24 Sep 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/WfLmODrDdXw_Senator David P.B. Norris - speech from 9 May 2019.wav,WfLmODrDdXw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,WfLmODrDdXw_Senator David P.B. Norris - speech from 9 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/WfLmODrDdXw_Senator David P.B. Norris - speech from 9 May 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/oqn28GS8UFs_Senator David P.B. Norris - speech from 16 May 201.wav,oqn28GS8UFs,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,oqn28GS8UFs_Senator David P.B. Norris - speech from 16 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/oqn28GS8UFs_Senator David P.B. Norris - speech from 16 May 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/dOp5j-17eIA_Senator David P.B. Norris - Order of Business - 14.wav,dOp5j-17eIA,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,dOp5j-17eIA_Senator David P.B. Norris - Order of Business - 14.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/dOp5j-17eIA_Senator David P.B. Norris - Order of Business - 14.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/n3tvgSScQ2s_Senator David P.B. Norris - speech from 11 Jun 201.wav,n3tvgSScQ2s,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,n3tvgSScQ2s_Senator David P.B. Norris - speech from 11 Jun 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/n3tvgSScQ2s_Senator David P.B. Norris - speech from 11 Jun 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/R9TDZ_NADSU_Senator David P.B. Norris - Order of Business - 8 .wav,R9TDZ_NADSU,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,R9TDZ_NADSU_Senator David P.B. Norris - Order of Business - 8 .wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/R9TDZ_NADSU_Senator David P.B. Norris - Order of Business - 8 .wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Lb4Vxow8WIw_Senator David P.B. Norris - speech from 15 May 201.wav,Lb4Vxow8WIw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,Lb4Vxow8WIw_Senator David P.B. Norris - speech from 15 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Lb4Vxow8WIw_Senator David P.B. Norris - speech from 15 May 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/mYv8_CjqmzA_Senator David P.B. Norris - speech from 9 May 2019.wav,mYv8_CjqmzA,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,mYv8_CjqmzA_Senator David P.B. Norris - speech from 9 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/mYv8_CjqmzA_Senator David P.B. Norris - speech from 9 May 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Nkwc-lCh9O8_Deputy Denise Mitchell - Priority Questions - 10 J.wav,Nkwc-lCh9O8,1,30,60,denise mitchell,Sinn Fein,Dublin Bay North,Coolock,Dublin North,Leinster,Nkwc-lCh9O8_Deputy Denise Mitchell - Priority Questions - 10 J.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Nkwc-lCh9O8_Deputy Denise Mitchell - Priority Questions - 10 J.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/NgdWjqm2WDc_Deputy Denise Mitchell - Government Business - 13..wav,NgdWjqm2WDc,1,30,60,denise mitchell,Sinn Fein,Dublin Bay North,Coolock,Dublin North,Leinster,NgdWjqm2WDc_Deputy Denise Mitchell - Government Business - 13..wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/NgdWjqm2WDc_Deputy Denise Mitchell - Government Business - 13..wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/u-6gxcXBveE_Deputy Denise Mitchell - Private Members’ Business.wav,u-6gxcXBveE,1,30,60,denise mitchell,Sinn Fein,Dublin Bay North,Coolock,Dublin North,Leinster,u-6gxcXBveE_Deputy Denise Mitchell - Private Members‚Äô Business.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/u-6gxcXBveE_Deputy Denise Mitchell - Private Members’ Business.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/uZFTSecOZik_Deputy Denise Mitchell - Private Members’ Business.wav,uZFTSecOZik,1,30,60,denise mitchell,Sinn Fein,Dublin Bay North,Coolock,Dublin North,Leinster,uZFTSecOZik_Deputy Denise Mitchell - Private Members‚Äô Business.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/uZFTSecOZik_Deputy Denise Mitchell - Private Members’ Business.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Vdt9Ad9kKrw_Fintan Warfield - speech from  10 Apr 2019.wav,Vdt9Ad9kKrw,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,Vdt9Ad9kKrw_Fintan Warfield - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Vdt9Ad9kKrw_Fintan Warfield - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/IPGjLG29wS4_Fintan Warfield - speech from  18 Apr 2019.wav,IPGjLG29wS4,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,IPGjLG29wS4_Fintan Warfield - speech from  18 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/IPGjLG29wS4_Fintan Warfield - speech from  18 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/pO4cNTUiCk8_Senator Fintan Warfield - speech from 1 Dec 2020.wav,pO4cNTUiCk8,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,pO4cNTUiCk8_Senator Fintan Warfield - speech from 1 Dec 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/pO4cNTUiCk8_Senator Fintan Warfield - speech from 1 Dec 2020.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/QWshkeaju1Y_Fintan Warfield - speech from  18 Apr 2019.wav,QWshkeaju1Y,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,QWshkeaju1Y_Fintan Warfield - speech from  18 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/QWshkeaju1Y_Fintan Warfield - speech from  18 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/pJ7Ly3tpqyE_Senator Fintan Warfield - speech from 24 Sep 2019.wav,pJ7Ly3tpqyE,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,pJ7Ly3tpqyE_Senator Fintan Warfield - speech from 24 Sep 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/pJ7Ly3tpqyE_Senator Fintan Warfield - speech from 24 Sep 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/UoQ_B206r58_Senator Fintan Warfield - speech from 23 Oct 2020.wav,UoQ_B206r58,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,UoQ_B206r58_Senator Fintan Warfield - speech from 23 Oct 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/UoQ_B206r58_Senator Fintan Warfield - speech from 23 Oct 2020.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/w8upNw94JZg_Senator Fintan Warfield - speech from 29 Jun 2020.wav,w8upNw94JZg,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,w8upNw94JZg_Senator Fintan Warfield - speech from 29 Jun 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/w8upNw94JZg_Senator Fintan Warfield - speech from 29 Jun 2020.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/PzsZxchuaQw_Fintan Warfield - speech from  09 Apr 2019.wav,PzsZxchuaQw,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,PzsZxchuaQw_Fintan Warfield - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/PzsZxchuaQw_Fintan Warfield - speech from  09 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/ZRad6NrTpUE_Fintan Warfield - speech from  09 Apr 2019.wav,ZRad6NrTpUE,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,ZRad6NrTpUE_Fintan Warfield - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/ZRad6NrTpUE_Fintan Warfield - speech from  09 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/NLLB4N73NjQ_Senator Fintan Warfield - speech from 21 May 2019.wav,NLLB4N73NjQ,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,NLLB4N73NjQ_Senator Fintan Warfield - speech from 21 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/NLLB4N73NjQ_Senator Fintan Warfield - speech from 21 May 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/G1LTOsgVRYo_Fintan Warfield - speech from  10 Apr 2019.wav,G1LTOsgVRYo,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,G1LTOsgVRYo_Fintan Warfield - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/G1LTOsgVRYo_Fintan Warfield - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/MOaiWILDL1A_Senator Fintan Warfield - speech from 12 Jun 2019.wav,MOaiWILDL1A,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,MOaiWILDL1A_Senator Fintan Warfield - speech from 12 Jun 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/MOaiWILDL1A_Senator Fintan Warfield - speech from 12 Jun 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/sdiHoef9H-c_Senator Fintan Warfield - speech from 30 May 2019.wav,sdiHoef9H-c,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,sdiHoef9H-c_Senator Fintan Warfield - speech from 30 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/sdiHoef9H-c_Senator Fintan Warfield - speech from 30 May 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/4wF66I19S-0_Senator Fintan Warfield - speech from - 14 May 201.wav,4wF66I19S-0,1,30,60,fintan warfield,Sinn Fein,,Harold's Cross,Dublin South,Leinster,4wF66I19S-0_Senator Fintan Warfield - speech from - 14 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/4wF66I19S-0_Senator Fintan Warfield - speech from - 14 May 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/G4N-6rV2aHM_Deputy Frank O'Rourke - Private Members’ Business .wav,G4N-6rV2aHM,1,30,60,frank o'rourke,Fianna Fail,Kildare North,Leitrim Town,Leitrim,Connacht,G4N-6rV2aHM_Deputy Frank O'Rourke - Private Members‚Äô Business .wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/G4N-6rV2aHM_Deputy Frank O'Rourke - Private Members’ Business .wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/VXMtkOTcIY0_Deputy Frank O'Rourke - Private Members’ Business .wav,VXMtkOTcIY0,1,30,60,frank o'rourke,Fianna Fail,Kildare North,Leitrim Town,Leitrim,Connacht,VXMtkOTcIY0_Deputy Frank O'Rourke - Private Members‚Äô Business .wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/VXMtkOTcIY0_Deputy Frank O'Rourke - Private Members’ Business .wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Mldmiz_gaJo_Deputy Gino Kenny - Questions on Promised Legislat.wav,Mldmiz_gaJo,1,30,60,gino kenny,PBP-Solidarity,Dublin Mid-West,Clondalkin,Dublin West,Leinster,Mldmiz_gaJo_Deputy Gino Kenny - Questions on Promised Legislat.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Mldmiz_gaJo_Deputy Gino Kenny - Questions on Promised Legislat.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/BKMhrhgDS8Y_Deputy Gino Kenny - Other Questions - 28 May 2019.wav,BKMhrhgDS8Y,1,30,60,gino kenny,PBP-Solidarity,Dublin Mid-West,Clondalkin,Dublin West,Leinster,BKMhrhgDS8Y_Deputy Gino Kenny - Other Questions - 28 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/BKMhrhgDS8Y_Deputy Gino Kenny - Other Questions - 28 May 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/NxUci0bzvIc_Deputy Gino Kenny - Priority Questions - 13.03.201.wav,NxUci0bzvIc,1,30,60,gino kenny,PBP-Solidarity,Dublin Mid-West,Clondalkin,Dublin West,Leinster,NxUci0bzvIc_Deputy Gino Kenny - Priority Questions - 13.03.201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/NxUci0bzvIc_Deputy Gino Kenny - Priority Questions - 13.03.201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/IA1lS4jNiDc_Deputy Gino Kenny - Government Business - 18.04.20.wav,IA1lS4jNiDc,1,30,60,gino kenny,PBP-Solidarity,Dublin Mid-West,Clondalkin,Dublin West,Leinster,IA1lS4jNiDc_Deputy Gino Kenny - Government Business - 18.04.20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/IA1lS4jNiDc_Deputy Gino Kenny - Government Business - 18.04.20.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/pqdsrIbI_Tc_Deputy Gino Kenny - Private Members’ Business - 07.wav,pqdsrIbI_Tc,1,30,60,gino kenny,PBP-Solidarity,Dublin Mid-West,Clondalkin,Dublin West,Leinster,pqdsrIbI_Tc_Deputy Gino Kenny - Private Members‚Äô Business - 07.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/pqdsrIbI_Tc_Deputy Gino Kenny - Private Members’ Business - 07.wav,,
