segment_file,video_id,segment_index,start_sec,end_sec,speaker,party,constituency,native_city,native_county,native_province,clip_name,clip_type,extra_info,valid_times,dataset,segment_file_resolved
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/3ok9HSmjDMo_Senator Aidan Davitt - speech from 11 Jul 2019.wav,3ok9HSmjDMo,1,30,60,aidan davitt,Fianna Fail,,Mullingar,Westmeath,Leinster,3ok9HSmjDMo_Senator Aidan Davitt - speech from 11 Jul 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/3ok9HSmjDMo_Senator Aidan Davitt - speech from 11 Jul 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/b0cZnEPA_6Y_Senator Aidan Davitt - speech from 19 Jun 2019.wav,b0cZnEPA_6Y,1,30,60,aidan davitt,Fianna Fail,,Mullingar,Westmeath,Leinster,b0cZnEPA_6Y_Senator Aidan Davitt - speech from 19 Jun 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/b0cZnEPA_6Y_Senator Aidan Davitt - speech from 19 Jun 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/18HejjWOTe8_Senator Aidan Davitt - speech from 2 Oct 2019.wav,18HejjWOTe8,1,30,60,aidan davitt,Fianna Fail,,Mullingar,Westmeath,Leinster,18HejjWOTe8_Senator Aidan Davitt - speech from 2 Oct 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/18HejjWOTe8_Senator Aidan Davitt - speech from 2 Oct 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/uoQFY4spowY_Deputy Aindrias Moynihan - Topical Issues - 12.03..wav,uoQFY4spowY,1,30,60,aindrias moynihan,Fianna Fail,Cork North-West,Macroom,Cork,Munster,uoQFY4spowY_Deputy Aindrias Moynihan - Topical Issues - 12.03..wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/uoQFY4spowY_Deputy Aindrias Moynihan - Topical Issues - 12.03..wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/sDjVoK4cxVE_Deputy Aindrias Moynihan - Government Business - 1.wav,sDjVoK4cxVE,1,30,60,aindrias moynihan,Fianna Fail,Cork North-West,Macroom,Cork,Munster,sDjVoK4cxVE_Deputy Aindrias Moynihan - Government Business - 1.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/sDjVoK4cxVE_Deputy Aindrias Moynihan - Government Business - 1.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/oMa8y7xYXTc_Deputy Aindrias Moynihan - Priority Questions - 28.wav,oMa8y7xYXTc,1,30,60,aindrias moynihan,Fianna Fail,Cork North-West,Macroom,Cork,Munster,oMa8y7xYXTc_Deputy Aindrias Moynihan - Priority Questions - 28.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/oMa8y7xYXTc_Deputy Aindrias Moynihan - Priority Questions - 28.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/ATNwVZu50l0_Deputy Alan Kelly - Leaders’ Questions - 18 Sep 20.wav,ATNwVZu50l0,1,30,60,alan kelly,Labour,Tipperary,Nenagh,Tipperary,Munster,ATNwVZu50l0_Deputy Alan Kelly - Leaders‚Äô Questions - 18 Sep 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/ATNwVZu50l0_Deputy Alan Kelly - Leaders’ Questions - 18 Sep 20.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/LxL15N5OCC8_Senator Alice-Mary Higgins - speech from 8 May 201.wav,LxL15N5OCC8,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,LxL15N5OCC8_Senator Alice-Mary Higgins - speech from 8 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/LxL15N5OCC8_Senator Alice-Mary Higgins - speech from 8 May 201.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/tCPhzjbYfdE_Senator Alice-Mary Higgins - speech from 12 Jun 20.wav,tCPhzjbYfdE,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,tCPhzjbYfdE_Senator Alice-Mary Higgins - speech from 12 Jun 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/tCPhzjbYfdE_Senator Alice-Mary Higgins - speech from 12 Jun 20.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/v4Jo4a9b2EM_Senator Alice-Mary Higgins - speech from 24 Sep 20.wav,v4Jo4a9b2EM,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,v4Jo4a9b2EM_Senator Alice-Mary Higgins - speech from 24 Sep 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/v4Jo4a9b2EM_Senator Alice-Mary Higgins - speech from 24 Sep 20.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/NCPAEAUI8Vg_Senator Alice-Mary Higgins - speech from 15 May 20.wav,NCPAEAUI8Vg,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,NCPAEAUI8Vg_Senator Alice-Mary Higgins - speech from 15 May 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/NCPAEAUI8Vg_Senator Alice-Mary Higgins - speech from 15 May 20.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/1CYbdAWMJx0_Senator Alice-Mary Higgins - speech from 29 May 20.wav,1CYbdAWMJx0,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,1CYbdAWMJx0_Senator Alice-Mary Higgins - speech from 29 May 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/1CYbdAWMJx0_Senator Alice-Mary Higgins - speech from 29 May 20.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/MFbc35e0S_M_Senator Alice-Mary Higgins - speech from 12 Jul 20.wav,MFbc35e0S_M,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,MFbc35e0S_M_Senator Alice-Mary Higgins - speech from 12 Jul 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/MFbc35e0S_M_Senator Alice-Mary Higgins - speech from 12 Jul 20.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/E--YO4RJXBg_Alice Mary Higgins - speech from  18 Apr 2019.wav,E--YO4RJXBg,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,E--YO4RJXBg_Alice Mary Higgins - speech from  18 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/E--YO4RJXBg_Alice Mary Higgins - speech from  18 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/szEbbgJfwxY_Alice Mary Higgins - speech from  09 Apr 2019.wav,szEbbgJfwxY,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,szEbbgJfwxY_Alice Mary Higgins - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/szEbbgJfwxY_Alice Mary Higgins - speech from  09 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/eFVFaQgWIDQ_Alice Mary Higgins - speech from  09 Apr 2019.wav,eFVFaQgWIDQ,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,eFVFaQgWIDQ_Alice Mary Higgins - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/eFVFaQgWIDQ_Alice Mary Higgins - speech from  09 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/5fmEMIke44g_Alice Mary Higgins  - speech from  11 Apr 2019.wav,5fmEMIke44g,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,5fmEMIke44g_Alice Mary Higgins  - speech from  11 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/5fmEMIke44g_Alice Mary Higgins  - speech from  11 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/fU9DOQMH4Uo_Alice Mary Higgins - speech from  09 Apr 2019.wav,fU9DOQMH4Uo,1,30,60,alice mary higgins,Independent,,Galway City,Galway,Connacht,fU9DOQMH4Uo_Alice Mary Higgins - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/fU9DOQMH4Uo_Alice Mary Higgins - speech from  09 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/8DwB06BrThk_Deputy Andrew Doyle - Private Members’ Business - .wav,8DwB06BrThk,1,30,60,andrew doyle,Fine Gael,Wicklow,Dublin City,Dublin City Centre,Leinster,8DwB06BrThk_Deputy Andrew Doyle - Private Members‚Äô Business - .wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/8DwB06BrThk_Deputy Andrew Doyle - Private Members’ Business - .wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/y6WJGKABOQQ_Deputy Andrew Doyle - Government Business - 15 May.wav,y6WJGKABOQQ,1,30,60,andrew doyle,Fine Gael,Wicklow,Dublin City,Dublin City Centre,Leinster,y6WJGKABOQQ_Deputy Andrew Doyle - Government Business - 15 May.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/y6WJGKABOQQ_Deputy Andrew Doyle - Government Business - 15 May.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/hJxLOpy25x4_Deputy Anne Rabbitte - Questions on Promised Legis.wav,hJxLOpy25x4,1,30,60,anne rabbitte,Fianna Fail,Galway East,Portumna,Galway,Connacht,hJxLOpy25x4_Deputy Anne Rabbitte - Questions on Promised Legis.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/hJxLOpy25x4_Deputy Anne Rabbitte - Questions on Promised Legis.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/GqT-bLgRSmg_Deputy Anne Rabbitte - Order of Business - 26.03.2.wav,GqT-bLgRSmg,1,30,60,anne rabbitte,Fianna Fail,Galway East,Portumna,Galway,Connacht,GqT-bLgRSmg_Deputy Anne Rabbitte - Order of Business - 26.03.2.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/GqT-bLgRSmg_Deputy Anne Rabbitte - Order of Business - 26.03.2.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/TYhJZDezUCQ_Senator Anthony Lawlor - speech from 28 May 2019.wav,TYhJZDezUCQ,1,30,60,anthony lawlor,Fine Gael,Kildare North,Johnstown,Kildare,Leinster,TYhJZDezUCQ_Senator Anthony Lawlor - speech from 28 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/TYhJZDezUCQ_Senator Anthony Lawlor - speech from 28 May 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/LIVHH2-g1Y8_Senator Anthony Lawlor - speech from 9 Jul 2019.wav,LIVHH2-g1Y8,1,30,60,anthony lawlor,Fine Gael,Kildare North,Johnstown,Kildare,Leinster,LIVHH2-g1Y8_Senator Anthony Lawlor - speech from 9 Jul 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/LIVHH2-g1Y8_Senator Anthony Lawlor - speech from 9 Jul 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/9tZEv3S8MXU_Senator Anthony Lawlor - speech from 3 Jul 2019.wav,9tZEv3S8MXU,1,30,60,anthony lawlor,Fine Gael,Kildare North,Johnstown,Kildare,Leinster,9tZEv3S8MXU_Senator Anthony Lawlor - speech from 3 Jul 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/9tZEv3S8MXU_Senator Anthony Lawlor - speech from 3 Jul 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/e-FLqXQI9NU_Senator Anthony Lawlor - speech from 15 May 2019.wav,e-FLqXQI9NU,1,30,60,anthony lawlor,Fine Gael,Kildare North,Johnstown,Kildare,Leinster,e-FLqXQI9NU_Senator Anthony Lawlor - speech from 15 May 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/e-FLqXQI9NU_Senator Anthony Lawlor - speech from 15 May 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/WfLBpC2M8hk_Senator Anthony Lawlor - speech from 12 Jun 2019.wav,WfLBpC2M8hk,1,30,60,anthony lawlor,Fine Gael,Kildare North,Johnstown,Kildare,Leinster,WfLBpC2M8hk_Senator Anthony Lawlor - speech from 12 Jun 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/WfLBpC2M8hk_Senator Anthony Lawlor - speech from 12 Jun 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/qB8tCAsJSQk_Senator Anthony Lawlor - speech from 25 Sep 2019.wav,qB8tCAsJSQk,1,30,60,anthony lawlor,Fine Gael,Kildare North,Johnstown,Kildare,Leinster,qB8tCAsJSQk_Senator Anthony Lawlor - speech from 25 Sep 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/qB8tCAsJSQk_Senator Anthony Lawlor - speech from 25 Sep 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/udxKz2ntmd8_Deputy Aodhán Ó Ríordáin – speech from 03 Sep 2020.wav,udxKz2ntmd8,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,udxKz2ntmd8_Deputy Aodh√°n √ì R√≠ord√°in ‚Äì speech from 03 Sep 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/udxKz2ntmd8_Deputy Aodhán Ó Ríordáin – speech from 03 Sep 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/dRv449SXOrw_Deputy Aodhán Ó Ríordáin - speech from 17 Dec 2020.wav,dRv449SXOrw,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,dRv449SXOrw_Deputy Aodh√°n √ì R√≠ord√°in - speech from 17 Dec 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/dRv449SXOrw_Deputy Aodhán Ó Ríordáin - speech from 17 Dec 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/H1TQb-de6uc_Deputy Aodhán Ó Ríordáin - speech from 07 May 2020.wav,H1TQb-de6uc,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,H1TQb-de6uc_Deputy Aodh√°n √ì R√≠ord√°in - speech from 07 May 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/H1TQb-de6uc_Deputy Aodhán Ó Ríordáin - speech from 07 May 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/Bcv55ExW8kA_Senator Aodhán Ó Ríordáin - Private Members’ Busin.wav,Bcv55ExW8kA,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,Bcv55ExW8kA_Senator Aodh√°n √ì R√≠ord√°in - Private Members‚Äô Busin.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/Bcv55ExW8kA_Senator Aodhán Ó Ríordáin - Private Members’ Busin.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/a2_pK9eMjeM_Senator Aodhán Ó Ríordáin - speech from 12 Jun 201.wav,a2_pK9eMjeM,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,a2_pK9eMjeM_Senator Aodh√°n √ì R√≠ord√°in - speech from 12 Jun 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/a2_pK9eMjeM_Senator Aodhán Ó Ríordáin - speech from 12 Jun 201.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/tCYc6EBzpBQ_Senator Aodhán Ó Ríordáin - Private Members’ Busin.wav,tCYc6EBzpBQ,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,tCYc6EBzpBQ_Senator Aodh√°n √ì R√≠ord√°in - Private Members‚Äô Busin.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/tCYc6EBzpBQ_Senator Aodhán Ó Ríordáin - Private Members’ Busin.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/XGUG8mTIM0g_Senator Aodhán Ó Ríordáin - Order of Business - 15.wav,XGUG8mTIM0g,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,XGUG8mTIM0g_Senator Aodh√°n √ì R√≠ord√°in - Order of Business - 15.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/XGUG8mTIM0g_Senator Aodhán Ó Ríordáin - Order of Business - 15.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/aVbco-S47kU_Senator Aodhán Ó Ríordáin - speech from 25 Sep 201.wav,aVbco-S47kU,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,aVbco-S47kU_Senator Aodh√°n √ì R√≠ord√°in - speech from 25 Sep 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/aVbco-S47kU_Senator Aodhán Ó Ríordáin - speech from 25 Sep 201.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/I1zbJdoQ9zw_Deputy Aodhán Ó Ríordáin – speech from 17 Sep 2020.wav,I1zbJdoQ9zw,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,I1zbJdoQ9zw_Deputy Aodh√°n √ì R√≠ord√°in ‚Äì speech from 17 Sep 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/I1zbJdoQ9zw_Deputy Aodhán Ó Ríordáin – speech from 17 Sep 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/do_oZHcz7t0_Aodhán Ó Ríordáin - speech from  09 Apr 2019.wav,do_oZHcz7t0,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,do_oZHcz7t0_Aodh√°n √ì R√≠ord√°in - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/do_oZHcz7t0_Aodhán Ó Ríordáin - speech from  09 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/t-xhjZ6s1so_Senator Aodhán Ó Ríordáin - Commencement Matters -.wav,t-xhjZ6s1so,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,t-xhjZ6s1so_Senator Aodh√°n √ì R√≠ord√°in - Commencement Matters -.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/t-xhjZ6s1so_Senator Aodhán Ó Ríordáin - Commencement Matters -.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/n_Po3UxfrsI_Senator Aodhán Ó Ríordáin - speech from 30 May 201.wav,n_Po3UxfrsI,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,n_Po3UxfrsI_Senator Aodh√°n √ì R√≠ord√°in - speech from 30 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/n_Po3UxfrsI_Senator Aodhán Ó Ríordáin - speech from 30 May 201.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/GY2a-vvVV8c_Senator Aodhán Ó Ríordáin - speech from 21 May 201.wav,GY2a-vvVV8c,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,GY2a-vvVV8c_Senator Aodh√°n √ì R√≠ord√°in - speech from 21 May 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/GY2a-vvVV8c_Senator Aodhán Ó Ríordáin - speech from 21 May 201.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/APUzKuSRJ0g_Deputy Aodhán Ó Ríordáin - speech from 27 Jun 2020.wav,APUzKuSRJ0g,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,APUzKuSRJ0g_Deputy Aodh√°n √ì R√≠ord√°in - speech from 27 Jun 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/APUzKuSRJ0g_Deputy Aodhán Ó Ríordáin - speech from 27 Jun 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/RAGUCfBI9FY_Aodhán Ó Ríordáin - speech from  16 Apr 2019.wav,RAGUCfBI9FY,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,RAGUCfBI9FY_Aodh√°n √ì R√≠ord√°in - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/RAGUCfBI9FY_Aodhán Ó Ríordáin - speech from  16 Apr 2019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/q1djVPVO0Gs_Deputy Aodhán Ó Ríordáin - speech from 21 Jul 2020.wav,q1djVPVO0Gs,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,q1djVPVO0Gs_Deputy Aodh√°n √ì R√≠ord√°in - speech from 21 Jul 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/q1djVPVO0Gs_Deputy Aodhán Ó Ríordáin - speech from 21 Jul 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/Ft1ZbPY0bwo_Senator Aodhán Ó Ríordáin - speech from 12 Jul 201.wav,Ft1ZbPY0bwo,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,Ft1ZbPY0bwo_Senator Aodh√°n √ì R√≠ord√°in - speech from 12 Jul 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/Ft1ZbPY0bwo_Senator Aodhán Ó Ríordáin - speech from 12 Jul 201.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/I6Vy_i7EAHU_Deputy Aodhán Ó Ríordáin - speech from 03 Nov 2020.wav,I6Vy_i7EAHU,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,I6Vy_i7EAHU_Deputy Aodh√°n √ì R√≠ord√°in - speech from 03 Nov 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/I6Vy_i7EAHU_Deputy Aodhán Ó Ríordáin - speech from 03 Nov 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/ocjvWDjM4lI_Deputy Aodhán Ó Ríordáin - speech from 8 Dec 2020.wav,ocjvWDjM4lI,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,ocjvWDjM4lI_Deputy Aodh√°n √ì R√≠ord√°in - speech from 8 Dec 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/ocjvWDjM4lI_Deputy Aodhán Ó Ríordáin - speech from 8 Dec 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/7v3qqPI4qvc_Deputy Aodhán Ó Ríordáin - speech from 15 Jul 2020.wav,7v3qqPI4qvc,1,30,60,aodhan o riordain,Labour,Dublin Bay North,Malahide,Dublin Fingal,Leinster,7v3qqPI4qvc_Deputy Aodh√°n √ì R√≠ord√°in - speech from 15 Jul 2020.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/7v3qqPI4qvc_Deputy Aodhán Ó Ríordáin - speech from 15 Jul 2020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/jc6tWAdwo4A_Deputy Barry Cowen - Government Business - 9 May 2.wav,jc6tWAdwo4A,1,30,60,barry cowen,Fianna Fail,Offaly,Clara,Offaly,Leinster,jc6tWAdwo4A_Deputy Barry Cowen - Government Business - 9 May 2.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/jc6tWAdwo4A_Deputy Barry Cowen - Government Business - 9 May 2.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/Z504QYOgKiU_Deputy Barry Cowen - Private Members’ Business - 1.wav,Z504QYOgKiU,1,30,60,barry cowen,Fianna Fail,Offaly,Clara,Offaly,Leinster,Z504QYOgKiU_Deputy Barry Cowen - Private Members‚Äô Business - 1.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Data/DailData/roi_audio_processed/Z504QYOgKiU_Deputy Barry Cowen - Private Members’ Business - 1.wav
